"Chapter","Code","CodeLength","Description","DescriptionSource"
"19","T378","4","Poisoning: Other specified systemic anti-infectives and antiparasitics","Edition5"
"19","T379","4","Poisoning: Systemic anti-infective and antiparasitic, unspecified","Edition5"
"19","T38","3","Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified","Edition5"
"19","T380","4","Poisoning: Glucocorticoids and synthetic analogues","Edition5"
"19","T381","4","Poisoning: Thyroid hormones and substitutes","Edition5"
"19","T382","4","Poisoning: Antithyroid drugs","Edition5"
"19","T383","4","Poisoning: Insulin and oral hypoglycaemic [antidiabetic] drugs","Edition5"
"19","T384","4","Poisoning: Oral contraceptives","Edition5"
"19","T385","4","Poisoning: Other estrogens and progestogens","Edition5"
"19","T386","4","Poisoning: Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified","Edition5"
"19","T387","4","Poisoning: Androgens and anabolic congeners","Edition5"
"19","T388","4","Poisoning: Other and unspecified hormones and their synthetic substitutes","Edition5"
"19","T389","4","Poisoning: Other and unspecified hormone antagonists","Edition5"
"19","T39","3","Poisoning by nonopioid analgesics, antipyretics and antirheumatics","Edition5"
"19","T390","4","Poisoning: Salicylates","Edition5"
"19","T391","4","Poisoning: 4-Aminophenol derivatives","Edition5"
"19","T392","4","Poisoning: Pyrazolone derivatives","Edition5"
"19","T393","4","Poisoning: Other nonsteroidal anti-inflammatory drugs [NSAID]","Edition5"
"19","T394","4","Poisoning: Antirheumatics, not elsewhere classified","Edition5"
"19","T398","4","Poisoning: Other nonopioid analgesics and antipyretics, not elsewhere classified","Edition5"
"19","T399","4","Poisoning: Nonopioid analgesic, antipyretic and antirheumatic, unspecified","Edition5"
"19","T40","3","Poisoning by narcotics and psychodysleptics [hallucinogens]","Edition5"
"19","T400","4","Poisoning: Opium","Edition5"
"19","T401","4","Poisoning: Heroin","Edition5"
"19","T402","4","Poisoning: Other opioids","Edition5"
"19","T403","4","Poisoning: Methadone","Edition5"
"19","T404","4","Poisoning: Other synthetic narcotics","Edition5"
"19","T405","4","Poisoning: Cocaine","Edition5"
"19","T406","4","Poisoning: Other and unspecified narcotics","Edition5"
"19","T407","4","Poisoning: Cannabis (derivatives)","Edition5"
"19","T408","4","Poisoning: Lysergide [LSD]","Edition5"
"19","T409","4","Poisoning: Other and unspecified psychodysleptics [hallucinogens]","Edition5"
"19","T41","3","Poisoning by anaesthetics and therapeutic gases","Edition5"
"19","T410","4","Poisoning: Inhaled anaesthetics","Edition5"
"19","T411","4","Poisoning: Intravenous anaesthetics","Edition5"
"19","T412","4","Poisoning: Other and unspecified general anaesthetics","Edition5"
"19","T413","4","Poisoning: Local anaesthetics","Edition5"
"19","T414","4","Poisoning: Anaesthetic, unspecified","Edition5"
"19","T415","4","Poisoning: Therapeutic gases","Edition5"
"19","T42","3","Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs","Edition5"
"19","T420","4","Poisoning: Hydantoin derivatives","Edition5"
"19","T421","4","Poisoning: Iminostilbenes","Edition5"
"19","T422","4","Poisoning: Succinimides and oxazolidinediones","Edition5"
"19","T423","4","Poisoning: Barbiturates","Edition5"
"19","T424","4","Poisoning: Benzodiazepines","Edition5"
"19","T425","4","Poisoning: Mixed antiepileptics, not elsewhere classified","Edition5"
"19","T426","4","Poisoning: Other antiepileptic and sedative-hypnotic drugs","Edition5"
"19","T427","4","Poisoning: Antiepileptic and sedative-hypnotic drugs, unspecified","Edition5"
"19","T428","4","Poisoning: Antiparkinsonism drugs and other central muscle-tone depressants","Edition5"
"19","T43","3","Poisoning by psychotropic drugs, not elsewhere classified","Edition5"
"19","T430","4","Poisoning: Tricyclic and tetracyclic antidepressants","Edition5"
"19","T431","4","Poisoning: Monoamine-oxidase-inhibitor antidepressants","Edition5"
"19","T432","4","Poisoning: Other and unspecified antidepressants","Edition5"
"19","T433","4","Poisoning: Phenothiazine antipsychotics and neuroleptics","Edition5"
"19","T434","4","Poisoning: Butyrophenone and thioxanthene neuroleptics","Edition5"
"19","T435","4","Poisoning: Other and unspecified antipsychotics and neuroleptics","Edition5"
"19","T436","4","Poisoning: Psychostimulants with abuse potential","Edition5"
"19","T438","4","Poisoning: Other psychotropic drugs, not elsewhere classified","Edition5"
"19","T439","4","Poisoning: Psychotropic drug, unspecified","Edition5"
"19","T44","3","Poisoning by drugs primarily affecting the autonomic nervous system","Edition5"
"19","T440","4","Poisoning: Anticholinesterase agents","Edition5"
"19","T441","4","Poisoning: Other parasympathomimetics [cholinergics]","Edition5"
"19","T442","4","Poisoning: Ganglionic blocking drugs, not elsewhere classified","Edition5"
"19","T443","4","Poisoning: Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified","Edition5"
"19","T444","4","Poisoning: Predominantly alpha-adrenoreceptor agonists, not elsewhere classified","Edition5"
"19","T445","4","Poisoning: Predominantly beta-adrenoreceptor agonists, not elsewhere classified","Edition5"
"19","T446","4","Poisoning: Alpha-adrenoreceptor antagonists, not elsewhere classified","Edition5"
"19","T447","4","Poisoning: Beta-adrenoreceptor antagonists, not elsewhere classified","Edition5"
"19","T448","4","Poisoning: Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified","Edition5"
"19","T449","4","Poisoning: Other and unspecified drugs primarily affecting the autonomic nervous system","Edition5"
"19","T45","3","Poisoning by primarily systemic and haematological agents, not elsewhere classified","Edition5"
"19","T450","4","Poisoning: Antiallergic and antiemetic drugs","Edition5"
"19","T451","4","Poisoning: Antineoplastic and immunosuppressive drugs","Edition5"
"19","T452","4","Poisoning: Vitamins, not elsewhere classified","Edition5"
"19","T453","4","Poisoning: Enzymes, not elsewhere classified","Edition5"
"19","T454","4","Poisoning: Iron and its compounds","Edition5"
"19","T455","4","Poisoning: Anticoagulants","Edition5"
"19","T456","4","Poisoning: Fibrinolysis-affecting drugs","Edition5"
"19","T457","4","Poisoning: Anticoagulant antagonists, vitamin K and other coagulants","Edition5"
"19","T458","4","Poisoning: Other primarily systemic and haematological agents","Edition5"
"19","T459","4","Poisoning: Primarily systemic and haematological agent, unspecified","Edition5"
"19","T46","3","Poisoning by agents primarily affecting the cardiovascular system","Edition5"
"19","T460","4","Poisoning: Cardiac-stimulant glycosides and drugs of similar action","Edition5"
"19","T461","4","Poisoning: Calcium-channel blockers","Edition5"
"19","T462","4","Poisoning: Other antidysrhythmic drugs, not elsewhere classified","Edition5"
"19","T463","4","Poisoning: Coronary vasodilators, not elsewhere classified","Edition5"
"19","T464","4","Poisoning: Angiotensin-converting-enzyme inhibitors","Edition5"
"19","T465","4","Poisoning: Other antihypertensive drugs, not elsewhere classified","Edition5"
"19","T466","4","Poisoning: Antihyperlipidaemic and antiarteriosclerotic drugs","Edition5"
"19","T467","4","Poisoning: Peripheral vasodilators","Edition5"
"19","T468","4","Poisoning: Antivaricose drugs, including sclerosing agents","Edition5"
"19","T469","4","Poisoning: Other and unspecified agents primarily affecting the cardiovascular system","Edition5"
"19","T47","3","Poisoning by agents primarily affecting the gastrointestinal system","Edition5"
"19","T470","4","Poisoning: Histamine H2-receptor antagonists","Edition5"
"19","T471","4","Poisoning: Other antacids and anti-gastric-secretion drugs","Edition5"
"19","T472","4","Poisoning: Stimulant laxatives","Edition5"
"19","T473","4","Poisoning: Saline and osmotic laxatives","Edition5"
"19","T474","4","Poisoning: Other laxatives","Edition5"
"19","T475","4","Poisoning: Digestants","Edition5"
"19","T476","4","Poisoning: Antidiarrhoeal drugs","Edition5"
"19","T477","4","Poisoning: Emetics","Edition5"
"19","T478","4","Poisoning: Other agents primarily affecting the gastrointestinal system","Edition5"
"19","T479","4","Poisoning: Agent primarily affecting the gastrointestinal system, unspecified","Edition5"
"19","T48","3","Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system","Edition5"
"19","T480","4","Poisoning: Oxytocic drugs","Edition5"
"19","T481","4","Poisoning: Skeletal muscle relaxants [neuromuscular blocking agents]","Edition5"
"19","T482","4","Poisoning: Other and unspecified agents primarily acting on muscles","Edition5"
"19","T483","4","Poisoning: Antitussives","Edition5"
"19","T484","4","Poisoning: Expectorants","Edition5"
"19","T485","4","Poisoning: Anti-common-cold drugs","Edition5"
"19","T486","4","Poisoning: Antiasthmatics, not elsewhere classified","Edition5"
"19","T487","4","Poisoning: Other and unspecified agents primarily acting on the respiratory system","Edition5"
"19","T49","3","Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs","Edition5"
"19","T490","4","Poisoning: Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified","Edition5"
"19","T491","4","Poisoning: Antipruritics","Edition5"
"19","T492","4","Poisoning: Local astringents and local detergents","Edition5"
"19","T493","4","Poisoning: Emollients, demulcents and protectants","Edition5"
"19","T494","4","Poisoning: Keratolytics, keratoplastics and other hair treatment drugs and preparations","Edition5"
"19","T495","4","Poisoning: Ophthalmological drugs and preparations","Edition5"
"19","T496","4","Poisoning: Otorhinolaryngological drugs and preparations","Edition5"
"19","T497","4","Poisoning: Dental drugs, topically applied","Edition5"
"19","T498","4","Poisoning: Other topical agents","Edition5"
"19","T499","4","Poisoning: Topical agent, unspecified","Edition5"
"19","T50","3","Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances","Edition5"
"19","T500","4","Poisoning: Mineralocorticoids and their antagonists","Edition5"
"19","T501","4","Poisoning: Loop [high-ceiling] diuretics","Edition5"
"19","T502","4","Poisoning: Carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics","Edition5"
"19","T503","4","Poisoning: Electrolytic, caloric and water-balance agents","Edition5"
"19","T504","4","Poisoning: Drugs affecting uric acid metabolism","Edition5"
"19","T505","4","Poisoning: Appetite depressants","Edition5"
"19","T506","4","Poisoning: Antidotes and chelating agents, not elsewhere classified","Edition5"
"19","T507","4","Poisoning: Analeptics and opioid receptor antagonists","Edition5"
"19","T508","4","Poisoning: Diagnostic agents","Edition5"
"19","T509","4","Poisoning: Other and unspecified drugs, medicaments and biological substances","Edition5"
"19","T51","3","Toxic effect of alcohol","Edition5"
"19","T510","4","Toxic effect: Ethanol","Edition5"
"19","T511","4","Toxic effect: Methanol","Edition5"
"19","T512","4","Toxic effect: 2-Propanol","Edition5"
"19","T513","4","Toxic effect: Fusel oil","Edition5"
"19","T518","4","Toxic effect: Other alcohols","Edition5"
"19","T519","4","Toxic effect: Alcohol, unspecified","Edition5"
"19","T52","3","Toxic effect of organic solvents","Edition5"
"19","T520","4","Toxic effect: Petroleum products","Edition5"
"19","T521","4","Toxic effect: Benzene","Edition5"
"19","T522","4","Toxic effect: Homologues of benzene","Edition5"
"19","T523","4","Toxic effect: Glycols","Edition5"
"19","T524","4","Toxic effect: Ketones","Edition5"
"19","T528","4","Toxic effect: Other organic solvents","Edition5"
"19","T529","4","Toxic effect: Organic solvent, unspecified","Edition5"
"19","T53","3","Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons","Edition5"
"19","T530","4","Toxic effect: Carbon tetrachloride","Edition5"
"19","T531","4","Toxic effect: Chloroform","Edition5"
"19","T532","4","Toxic effect: Trichloroethylene","Edition5"
"19","T533","4","Toxic effect: Tetrachloroethylene","Edition5"
"19","T534","4","Toxic effect: Dichloromethane","Edition5"
"19","T535","4","Toxic effect: Chlorofluorocarbons","Edition5"
"19","T536","4","Toxic effect: Other halogen derivatives of aliphatic hydrocarbons","Edition5"
"19","T537","4","Toxic effect: Other halogen derivatives of aromatic hydrocarbons","Edition5"
"19","T539","4","Toxic effect: Halogen derivative of aliphatic and aromatic hydrocarbons, unspecified","Edition5"
"19","T54","3","Toxic effect of corrosive substances","Edition5"
"19","T540","4","Toxic effect: Phenol and phenol homologues","Edition5"
"19","T541","4","Toxic effect: Other corrosive organic compounds","Edition5"
"19","T542","4","Toxic effect: Corrosive acids and acid-like substances","Edition5"
"19","T543","4","Toxic effect: Corrosive alkalis and alkali-like substances","Edition5"
"19","T549","4","Toxic effect: Corrosive substance, unspecified","Edition5"
"19","T55","3","Toxic effect of soaps and detergents","Edition5"
"19","T55X","4","Toxic effect of soaps and detergents","Edition5"
"19","T56","3","Toxic effect of metals","Edition5"
"19","T560","4","Toxic effect: Lead and its compounds","Edition5"
"19","T561","4","Toxic effect: Mercury and its compounds","Edition5"
"19","T562","4","Toxic effect: Chromium and its compounds","Edition5"
"19","T563","4","Toxic effect: Cadmium and its compounds","Edition5"
"19","T564","4","Toxic effect: Copper and its compounds","Edition5"
"19","T565","4","Toxic effect: Zinc and its compounds","Edition5"
"19","T566","4","Toxic effect: Tin and its compounds","Edition5"
"19","T567","4","Toxic effect: Beryllium and its compounds","Edition5"
"19","T568","4","Toxic effect: Other metals","Edition5"
"19","T569","4","Toxic effect: Metal, unspecified","Edition5"
"19","T57","3","Toxic effect of other inorganic substances","Edition5"
"19","T570","4","Toxic effect: Arsenic and its compounds","Edition5"
"19","T571","4","Toxic effect: Phosphorus and its compounds","Edition5"
"19","T572","4","Toxic effect: Manganese and its compounds","Edition5"
"19","T573","4","Toxic effect: Hydrogen cyanide","Edition5"
"19","T578","4","Toxic effect: Other specified inorganic substances","Edition5"
"19","T579","4","Toxic effect: Inorganic substance, unspecified","Edition5"
"19","T58","3","Toxic effect of carbon monoxide","Edition5"
"19","T58X","4","Toxic effect of carbon monoxide","Edition5"
"19","T59","3","Toxic effect of other gases, fumes and vapours","Edition5"
"19","T590","4","Toxic effect: Nitrogen oxides","Edition5"
"19","T591","4","Toxic effect: Sulfur dioxide","Edition5"
"19","T592","4","Toxic effect: Formaldehyde","Edition5"
"19","T593","4","Toxic effect: Lacrimogenic gas","Edition5"
"19","T594","4","Toxic effect: Chlorine gas","Edition5"
"19","T595","4","Toxic effect: Fluorine gas and hydrogen fluoride","Edition5"
"19","T596","4","Toxic effect: Hydrogen sulfide","Edition5"
"19","T597","4","Toxic effect: Carbon dioxide","Edition5"
"19","T598","4","Toxic effect: Other specified gases, fumes and vapours","Edition5"
"19","T599","4","Toxic effect: Gases, fumes and vapours, unspecified","Edition5"
"19","T60","3","Toxic effect of pesticides","Edition5"
"19","T600","4","Toxic effect: Organophosphate and carbamate insecticides","Edition5"
"19","T601","4","Toxic effect: Halogenated insecticides","Edition5"
"19","T602","4","Toxic effect: Other insecticides","Edition5"
"19","T603","4","Toxic effect: Herbicides and fungicides","Edition5"
"19","T604","4","Toxic effect: Rodenticides","Edition5"
"19","T608","4","Toxic effect: Other pesticides","Edition5"
"19","T609","4","Toxic effect: Pesticide, unspecified","Edition5"
"19","T61","3","Toxic effect of noxious substances eaten as seafood","Edition5"
"19","T610","4","Toxic effect: Ciguatera fish poisoning","Edition5"
"19","T611","4","Toxic effect: Scombroid fish poisoning","Edition5"
"19","T612","4","Toxic effect: Other fish and shellfish poisoning","Edition5"
"19","T618","4","Toxic effect: Toxic effect of other seafoods","Edition5"
"19","T619","4","Toxic effect: Toxic effect of unspecified seafood","Edition5"
"19","T62","3","Toxic effect of other noxious substances eaten as food","Edition5"
"19","T620","4","Toxic effect: Ingested mushrooms","Edition5"
"19","T621","4","Toxic effect: Ingested berries","Edition5"
"19","T622","4","Toxic effect: Other ingested (parts of) plant(s)","Edition5"
"19","T628","4","Toxic effect: Other specified noxious substances eaten as food","Edition5"
"19","T629","4","Toxic effect: Noxious substance eaten as food, unspecified","Edition5"
"19","T63","3","Toxic effect of contact with venomous animals","Edition5"
"19","T630","4","Toxic effect: Snake venom","Edition5"
"19","T631","4","Toxic effect: Venom of other reptiles","Edition5"
"19","T632","4","Toxic effect: Venom of scorpion","Edition5"
"19","T633","4","Toxic effect: Venom of spider","Edition5"
"19","T634","4","Toxic effect: Venom of other arthropods","Edition5"
"19","T635","4","Toxic effect: Toxic effect of contact with fish","Edition5"
"19","T636","4","Toxic effect: Toxic effect of contact with other marine animals","Edition5"
"19","T638","4","Toxic effect: Toxic effect of contact with other venomous animals","Edition5"
"19","T639","4","Toxic effect: Toxic effect of contact with unspecified venomous animal","Edition5"
"19","T64","3","Toxic effect of aflatoxin and other mycotoxin food contaminants","Edition5"
"19","T64X","4","Toxic effect of aflatoxin and other mycotoxin food contaminants","Edition5"
"19","T65","3","Toxic effect of other and unspecified substances","Edition5"
"19","T650","4","Toxic effect: Cyanides","Edition5"
"19","T651","4","Toxic effect: Strychnine and its salts","Edition5"
"19","T652","4","Toxic effect: Tobacco and nicotine","Edition5"
"19","T653","4","Toxic effect: Nitroderivatives and aminoderivatives of benzene and its homologues","Edition5"
"19","T654","4","Toxic effect: Carbon disulfide","Edition5"
"19","T655","4","Toxic effect: Nitroglycerin and other nitric acids and esters","Edition5"
"19","T656","4","Toxic effect: Paints and dyes, not elsewhere classified","Edition5"
"19","T658","4","Toxic effect: Toxic effect of other specified substances","Edition5"
"19","T659","4","Toxic effect: Toxic effect of unspecified substance","Edition5"
"19","T66","3","Unspecified effects of radiation","Edition5"
"19","T66X","4","Unspecified effects of radiation","Edition5"
"19","T67","3","Effects of heat and light","Edition5"
"19","T670","4","Heatstroke and sunstroke","Edition5"
"19","T671","4","Heat syncope","Edition5"
"19","T672","4","Heat cramp","Edition5"
"19","T673","4","Heat exhaustion, anhydrotic","Edition5"
"19","T674","4","Heat exhaustion due to salt depletion","Edition5"
"19","T675","4","Heat exhaustion, unspecified","Edition5"
"19","T676","4","Heat fatigue, transient","Edition5"
"19","T677","4","Heat oedema","Edition5"
"19","T678","4","Other effects of heat and light","Edition5"
"19","T679","4","Effect of heat and light, unspecified","Edition5"
"19","T68","3","Hypothermia","Edition5"
"19","T68X","4","Hypothermia","Edition5"
"19","T69","3","Other effects of reduced temperature","Edition5"
"19","T690","4","Immersion hand and foot","Edition5"
"19","T691","4","Chilblains","Edition5"
"19","T698","4","Other specified effects of reduced temperature","Edition5"
"19","T699","4","Effect of reduced temperature, unspecified","Edition5"
"19","T70","3","Effects of air pressure and water pressure","Edition5"
"19","T700","4","Otitic barotrauma","Edition5"
"19","T701","4","Sinus barotrauma","Edition5"
"19","T702","4","Other and unspecified effects of high altitude","Edition5"
"19","T703","4","Caisson disease [decompression sickness]","Edition5"
"19","T704","4","Effects of high-pressure fluids","Edition5"
"19","T708","4","Other effects of air pressure and water pressure","Edition5"
"19","T709","4","Effect of air pressure and water pressure, unspecified","Edition5"
"19","T71","3","Asphyxiation","Edition5"
"19","T71X","4","Asphyxiation","Edition5"
"19","T73","3","Effects of other deprivation","Edition5"
"19","T730","4","Effects of hunger","Edition5"
"19","T731","4","Effects of thirst","Edition5"
"19","T732","4","Exhaustion due to exposure","Edition5"
"19","T733","4","Exhaustion due to excessive exertion","Edition5"
"19","T738","4","Other effects of deprivation","Edition5"
"19","T739","4","Effect of deprivation, unspecified","Edition5"
"19","T74","3","Maltreatment syndromes","Edition5"
"19","T740","4","Neglect or abandonment","Edition5"
"19","T741","4","Physical abuse","Edition5"
"19","T742","4","Sexual abuse","Edition5"
"19","T743","4","Psychological abuse","Edition5"
"19","T748","4","Other maltreatment syndromes","Edition5"
"19","T749","4","Maltreatment syndrome, unspecified","Edition5"
"19","T75","3","Effects of other external causes","Edition5"
"19","T750","4","Effects of lightning","Edition5"
"19","T751","4","Drowning and nonfatal submersion","Edition5"
"19","T752","4","Effects of vibration","Edition5"
"19","T753","4","Motion sickness","Edition5"
"19","T754","4","Effects of electric current","Edition5"
"19","T758","4","Other specified effects of external causes","Edition5"
"19","T78","3","Adverse effects, not elsewhere classified","Edition5"
"19","T780","4","Anaphylactic shock due to adverse food reaction","Edition5"
"19","T781","4","Other adverse food reactions, not elsewhere classified","Edition5"
"19","T782","4","Anaphylactic shock, unspecified","Edition5"
"19","T783","4","Angioneurotic oedema","Edition5"
"19","T784","4","Allergy, unspecified","Edition5"
"19","T788","4","Other adverse effects, not elsewhere classified","Edition5"
"19","T789","4","Adverse effect, unspecified","Edition5"
"19","T79","3","Certain early complications of trauma, not elsewhere classified","Edition5"
"19","T790","4","Air embolism (traumatic)","Edition5"
"19","T791","4","Fat embolism (traumatic)","Edition5"
"19","T792","4","Traumatic secondary and recurrent haemorrhage","Edition5"
"19","T793","4","Post-traumatic wound infection, not elsewhere classified","Edition5"
"19","T794","4","Traumatic shock","Edition5"
"19","T795","4","Traumatic anuria","Edition5"
"19","T796","4","Traumatic ischaemia of muscle","Edition5"
"19","T797","4","Traumatic subcutaneous emphysema","Edition5"
"19","T798","4","Other early complications of trauma","Edition5"
"19","T799","4","Unspecified early complication of trauma","Edition5"
"19","T80","3","Complications following infusion, transfusion and therapeutic injection","Edition5"
"19","T800","4","Air embolism following infusion, transfusion and therapeutic injection","Edition5"
"19","T801","4","Vascular complications following infusion, transfusion and therapeutic injection","Edition5"
"19","T802","4","Infections following infusion, transfusion and therapeutic injection","Edition5"
"19","T803","4","ABO incompatibility reaction","Edition5"
"19","T804","4","Rh incompatibility reaction","Edition5"
"19","T805","4","Anaphylactic shock due to serum","Edition5"
"19","T806","4","Other serum reactions","Edition5"
"19","T808","4","Other complications following infusion, transfusion and therapeutic injection","Edition5"
"19","T809","4","Unspecified complication following infusion, transfusion and therapeutic injection","Edition5"
"19","T81","3","Complications of procedures, not elsewhere classified","Edition5"
"19","T810","4","Haemorrhage and haematoma complicating a procedure, not elsewhere classified","Edition5"
"19","T811","4","Shock during or resulting from a procedure, not elsewhere classified","Edition5"
"19","T812","4","Accidental puncture and laceration during a procedure, not elsewhere classified","Edition5"
"19","T813","4","Disruption of operation wound, not elsewhere classified","Edition5"
"19","T814","4","Infection following a procedure, not elsewhere classified","Edition5"
"19","T815","4","Foreign body accidentally left in body cavity or operation wound following a procedure","Edition5"
"19","T816","4","Acute reaction to foreign substance accidentally left during a procedure","Edition5"
"19","T817","4","Vascular complications following a procedure, not elsewhere classified","Edition5"
"19","T818","4","Other complications of procedures, not elsewhere classified","Edition5"
"19","T819","4","Unspecified complication of procedure","Edition5"
"19","T82","3","Complications of cardiac and vascular prosthetic devices, implants and grafts","Edition5"
"19","T820","4","Mechanical complication of heart valve prosthesis","Edition5"
"19","T821","4","Mechanical complication of cardiac electronic device","Edition5"
"19","T822","4","Mechanical complication of coronary artery bypass and valve grafts","Edition5"
"19","T823","4","Mechanical complication of other vascular grafts","Edition5"
"19","T824","4","Mechanical complication of vascular dialysis catheter","Edition5"
"19","T825","4","Mechanical complication of other cardiac and vascular devices and implants","Edition5"
"19","T826","4","Infection and inflammatory reaction due to cardiac valve prosthesis","Edition5"
"19","T827","4","Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts","Edition5"
"19","T828","4","Other specified complications of cardiac and vascular prosthetic devices, implants and grafts","Edition5"
"19","T829","4","Unspecified complication of cardiac and vascular prosthetic device, implant and graft","Edition5"
"19","T83","3","Complications of genitourinary prosthetic devices, implants and grafts","Edition5"
"19","T830","4","Mechanical complication of urinary (indwelling) catheter","Edition5"
"19","T831","4","Mechanical complication of other urinary devices and implants","Edition5"
"19","T832","4","Mechanical complication of graft of urinary organ","Edition5"
"19","T833","4","Mechanical complication of intrauterine contraceptive device","Edition5"
"19","T834","4","Mechanical complication of other prosthetic devices, implants and grafts in genital tract","Edition5"
"19","T835","4","Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system","Edition5"
"19","T836","4","Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract","Edition5"
"19","T838","4","Other complications of genitourinary prosthetic devices, implants and grafts","Edition5"
"19","T839","4","Unspecified complication of genitourinary prosthetic device, implant and graft","Edition5"
"19","T84","3","Complications of internal orthopaedic prosthetic devices, implants and grafts","Edition5"
"19","T840","4","Mechanical complication of internal joint prosthesis","Edition5"
"19","T841","4","Mechanical complication of internal fixation device of bones of limb","Edition5"
"19","T842","4","Mechanical complication of internal fixation device of other bones","Edition5"
"19","T843","4","Mechanical complication of other bone devices, implants and grafts","Edition5"
"19","T844","4","Mechanical complication of other internal orthopaedic devices, implants and grafts","Edition5"
"19","T845","4","Infection and inflammatory reaction due to internal joint prosthesis","Edition5"
"19","T846","4","Infection and inflammatory reaction due to internal fixation device [any site]","Edition5"
"19","T847","4","Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts","Edition5"
"19","T848","4","Other complications of internal orthopaedic prosthetic devices, implants and grafts","Edition5"
"19","T849","4","Unspecified complication of internal orthopaedic prosthetic device, implant and graft","Edition5"
"19","T85","3","Complications of other internal prosthetic devices, implants and grafts","Edition5"
"19","T850","4","Mechanical complication of ventricular intracranial (communicating) shunt","Edition5"
"19","T851","4","Mechanical complication of implanted electronic stimulator of nervous system","Edition5"
"19","T852","4","Mechanical complication of intraocular lens","Edition5"
"19","T853","4","Mechanical complication of other ocular prosthetic devices, implants and grafts","Edition5"
"19","T854","4","Mechanical complication of breast prosthesis and implant","Edition5"
"19","T855","4","Mechanical complication of gastrointestinal prosthetic devices, implants and grafts","Edition5"
"19","T856","4","Mechanical complication of other specified internal prosthetic devices, implants and grafts","Edition5"
"19","T857","4","Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts","Edition5"
"19","T858","4","Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified","Edition5"
"19","T859","4","Unspecified complication of internal prosthetic device, implant and graft","Edition5"
"19","T86","3","Failure and rejection of transplanted organs and tissues","Edition5"
"19","T860","4","Bone-marrow transplant rejection","Edition5"
"19","T861","4","Kidney transplant failure and rejection","Edition5"
"19","T862","4","Heart transplant failure and rejection","Edition5"
"19","T863","4","Heart-lung transplant failure and rejection","Edition5"
"19","T864","4","Liver transplant failure and rejection","Edition5"
"19","T868","4","Failure and rejection of other transplanted organs and tissues","Edition5"
"19","T869","4","Failure and rejection of unspecified transplanted organ and tissue","Edition5"
"19","T87","3","Complications peculiar to reattachment and amputation","Edition5"
"19","T870","4","Complications of reattached (part of) upper extremity","Edition5"
"19","T871","4","Complications of reattached (part of) lower extremity","Edition5"
"19","T872","4","Complications of other reattached body part","Edition5"
"19","T873","4","Neuroma of amputation stump","Edition5"
"19","T874","4","Infection of amputation stump","Edition5"
"19","T875","4","Necrosis of amputation stump","Edition5"
"19","T876","4","Other and unspecified complications of amputation stump","Edition5"
"19","T88","3","Other complications of surgical and medical care, not elsewhere classified","Edition5"
"19","T880","4","Infection following immunization","Edition5"
"19","T881","4","Other complications following immunization, not elsewhere classified","Edition5"
"19","T882","4","Shock due to anaesthesia","Edition5"
"19","T883","4","Malignant hyperthermia due to anaesthesia","Edition5"
"19","T884","4","Failed or difficult intubation","Edition5"
"19","T885","4","Other complications of anaesthesia","Edition5"
"19","T886","4","Anaphylactic shock due to adverse effect of correct drug or medicament properly administered","Edition5"
"19","T887","4","Unspecified adverse effect of drug or medicament","Edition5"
"19","T888","4","Other specified complications of surgical and medical care, not elsewhere classified","Edition5"
"19","T889","4","Complication of surgical and medical care, unspecified","Edition5"
"19","T90","3","Sequelae of injuries of head","Edition5"
"19","T900","4","Sequelae of superficial injury of head","Edition5"
"19","T901","4","Sequelae of open wound of head","Edition5"
"19","T902","4","Sequelae of fracture of skull and facial bones","Edition5"
"19","T903","4","Sequelae of injury of cranial nerves","Edition5"
"19","T904","4","Sequelae of injury of eye and orbit","Edition5"
"19","T905","4","Sequelae of intracranial injury","Edition5"
"19","T908","4","Sequelae of other specified injuries of head","Edition5"
"19","T909","4","Sequelae of unspecified injury of head","Edition5"
"19","T91","3","Sequelae of injuries of neck and trunk","Edition5"
"19","T910","4","Sequelae of superficial injury and open wound of neck and trunk","Edition5"
"19","T911","4","Sequelae of fracture of spine","Edition5"
"19","T912","4","Sequelae of other fracture of thorax and pelvis","Edition5"
"19","T913","4","Sequelae of injury of spinal cord","Edition5"
"19","T914","4","Sequelae of injury of intrathoracic organs","Edition5"
"19","T915","4","Sequelae of injury of intra-abdominal and pelvic organs","Edition5"
"19","T918","4","Sequelae of other specified injuries of neck and trunk","Edition5"
